source_type,id,context_screen,english,hungarian,needs_review
lexicon,lex_choose,lesson:u10-l01,choose,választani,yes
lexicon,lex_thank,lesson:u01-l01,thank,megköszönni,yes
lexicon,lex_worry,lesson:u15-l01,worry,aggódni,yes
lexicon,lex_practise,lesson:u11-l01,practise,gyakorolni,yes
lexicon,lex_decide,lesson:u13-l01,decide,eldönteni,yes
lexicon,lex_spend,lesson:u12-l02,spend,költeni / tölteni,yes
lexicon,lex_save,lesson:u11-l02,save,megspórolni / menteni,yes
lexicon,lex_low,lesson:u09-l01,low,alacsony (tárgy),yes
lexicon,lex_cool,lesson:u06-l02,cool,hűvös / menő,yes
lexicon,lex_wonderful,lesson:u08-l02,wonderful,csodálatos,yes
lexicon,lex_great,lesson:u08-l02,great,nagyszerű,yes
lexicon,lex_true,lesson:u08-l02,true,igaz,yes
lexicon,lex_real,lesson:u08-l02,real,valódi,yes
lexicon,lex_best,lesson:u08-l02,best,legjobb,yes
lexicon,lex_next,lesson:u06-l01,next,következő,yes
lexicon,lex_last,lesson:u12-l01,last,utolsó / múlt,yes
lexicon,lex_other,lesson:u09-l02,other,másik,yes
lexicon,lex_every,lesson:u04-l01,every,minden,yes
lexicon,lex_perfect,lesson:u08-l02,perfect,tökéletes,yes
lexicon,lex_terrible,lesson:u08-l02,terrible,szörnyű,yes
lexicon,lex_into,lesson:u09-l01,into,-ba / -be,yes
lexicon,lex_through,lesson:u09-l01,through,át / keresztül,yes
lexicon,lex_around,lesson:u09-l01,around,körül,yes
lexicon,lex_quite,lesson:u08-l02,quite,elég(gé),yes
lexicon,lex_almost,lesson:u12-l02,almost,majdnem,yes
lexicon,lex_age,lesson:u01-l02,age,kor / életkor,yes
lexicon,lex_address,lesson:u01-l02,address,cím,yes
lexicon,lex_size,lesson:u05-l02,size,méret,yes
lexicon,lex_front,lesson:u09-l01,front,eleje / elöl,yes
lexicon,lex_back,lesson:u09-l01,back,hátulja / hát,yes
lexicon,lex_middle,lesson:u09-l01,middle,közép,yes
lexicon,lex_top,lesson:u09-l01,top,teteje,yes
lexicon,lex_ground,lesson:u09-l01,ground,föld / talaj,yes
lexicon,lex_north,lesson:u09-l01,north,észak,yes
lexicon,lex_south,lesson:u09-l01,south,dél,yes
lexicon,lex_east,lesson:u09-l01,east,kelet,yes
lexicon,lex_west,lesson:u09-l01,west,nyugat,yes
lexicon,lex_moon,lesson:u06-l02,moon,hold,yes
lexicon,lex_grass,lesson:u06-l02,grass,fű,yes
lexicon,lex_field,lesson:u06-l02,field,mező,yes
lexicon,lex_star,lesson:u06-l02,star,csillag,yes
lexicon,lex_pull,lesson:u09-l01,pull,húzni,yes
lexicon,lex_push,lesson:u09-l01,push,tolni / nyomni,yes
lexicon,lex_hold,lesson:u15-l01,hold,tartani / fogni,yes
lexicon,lex_miss,lesson:u14-l02,miss,lekésni / hiányozni,yes
lexicon,lex_keep,lesson:u13-l02,keep,megtartani,yes
lexicon,lex_let,lesson:u11-l01,let,hagyni / engedni,yes
lexicon,lex_hate,lesson:u08-l01,hate,utálni,yes
lexicon,lex_prefer,lesson:u08-l02,prefer,jobban szeretni,yes
lexicon,lex_agree,lesson:u08-l02,agree,egyetérteni,yes
lexicon,lex_closed,lesson:u10-l01,closed,zárva,yes
lexicon,lex_heavy,lesson:u13-l02,heavy,nehéz (súly),yes
lexicon,lex_soft,lesson:u08-l02,soft,puha,yes
lexicon,lex_pretty,lesson:u08-l02,pretty,csinos / szép,yes
lexicon,lex_return,lesson:u13-l01,return,visszatérni / visszaadni,yes
lexicon,lex_follow,lesson:u09-l01,follow,követni,yes
lexicon,lex_move,lesson:u04-l01,move,mozogni / költözni,yes
lexicon,lex_fall,lesson:u15-l01,fall,esni / elesni,yes
lexicon,lex_ring,lesson:u07-l01,ring,csengetni / felhívni,yes
lexicon,lex_knock,lesson:u04-l02,knock,kopogni,yes
lexicon,lex_borrow,lesson:u05-l02,borrow,kölcsönkérni,yes
lexicon,lex_lose,lesson:u14-l02,lose,elveszíteni,yes
lexicon,lex_ride,lesson:u08-l01,ride,lovagolni / biciklizni,yes
lexicon,lex_climb,lesson:u08-l01,climb,mászni,yes
lexicon,lex_fix,lesson:u11-l02,fix,megjavítani,yes
lexicon,lex_break,lesson:u10-l02,break,eltörni,yes
lexicon,lex_build,lesson:u08-l01,build,építeni,yes
lexicon,lex_grow,lesson:u08-l01,grow,nőni / termeszteni,yes
lexicon,lex_feed,lesson:u04-l01,feed,etetni,yes
lexicon,lex_drop,lesson:u15-l01,drop,leejteni,yes
lexicon,lex_enter,lesson:u09-l01,enter,belépni,yes
lexicon,lex_wait_for,lesson:u07-l01,wait for,várni vkire,yes
lexicon,lex_look_for,lesson:u09-l01,look for,keresni,yes
lexicon,lex_cup,lesson:u05-l02,cup,csésze / bögre,yes
lexicon,lex_pot,lesson:u05-l02,pot,fazék,yes
lexicon,lex_pan,lesson:u05-l02,pan,serpenyő,yes
lexicon,lex_towel,lesson:u04-l02,towel,törölköző,yes
lexicon,lex_mirror,lesson:u04-l02,mirror,tükör,yes
lexicon,lex_basket,lesson:u05-l02,basket,kosár,yes
lexicon,lex_list,lesson:u05-l02,list,lista,yes
lexicon,lex_boat,lesson:u09-l02,boat,csónak / hajó,yes
lexicon,lex_bicycle,lesson:u09-l02,bicycle,kerékpár,yes
lexicon,lex_airport_bus,lesson:u14-l01,airport bus,reptéri busz,yes
lexicon,lex_corner_shop,lesson:u09-l01,corner shop,sarki bolt,yes
lexicon,lex_bench,lesson:u09-l01,bench,pad,yes
lexicon,lex_hill,lesson:u06-l02,hill,domb,yes
lexicon,lex_duck,lesson:u08-l02,duck,kacsa,yes
lexicon,lex_rabbit,lesson:u08-l02,rabbit,nyúl,yes
lexicon,lex_carrot,lesson:u05-l01,carrot,sárgarépa,yes
lexicon,lex_lemon,lesson:u05-l01,lemon,citrom,yes
lexicon,lex_biscuit,lesson:u05-l01,biscuit,keksz,yes
lexicon,lex_honey,lesson:u05-l01,honey,méz,yes
lexicon,lex_bright,lesson:u06-l02,bright,világos / ragyogó,yes
lexicon,lex_sweet,lesson:u05-l01,sweet,édes,yes
lexicon,lex_fresh,lesson:u05-l01,fresh,friss,yes
lexicon,lex_sleepy,lesson:u15-l01,sleepy,álmos,yes
lexicon,lex_lucky,lesson:u16-l01,lucky,szerencsés,yes
lexicon,lex_famous,lesson:u08-l02,famous,híres,yes
lexicon,lex_modern,lesson:u08-l02,modern,modern,yes
lexicon,lex_comfortable,lesson:u10-l02,comfortable,kényelmes,yes
lexicon,lex_wide,lesson:u09-l01,wide,széles,yes
lexicon,lex_deep,lesson:u06-l02,deep,mély,yes
lexicon,lex_already,lesson:u12-l02,already,már,yes
lexicon,lex_still,lesson:u12-l02,still,még mindig,yes
lexicon,lex_outside,lesson:u04-l02,outside,kint,yes
lexicon,lex_inside,lesson:u04-l02,inside,bent,yes
lexicon,lex_announcement,lesson:-,announcement,bejelentés,yes
lexicon,lex_passenger,lesson:-,passenger,utas,yes
lexicon,lex_departure,lesson:-,departure,indulás,yes
lexicon,lex_arrival,lesson:-,arrival,érkezés,yes
lexicon,lex_delay,lesson:-,delay,késés,yes
lexicon,lex_cancelled,lesson:-,cancelled,törölve,yes
lexicon,lex_fasten,lesson:-,fasten,becsatolni,yes
lexicon,lex_seatbelt,lesson:-,seatbelt,biztonsági öv,yes
lexicon,lex_crew,lesson:-,crew,személyzet,yes
lexicon,lex_captain,lesson:-,captain,kapitány,yes
lexicon,lex_runway,lesson:-,runway,kifutópálya,yes
lexicon,lex_turbulence,lesson:-,turbulence,turbulencia,yes
lexicon,lex_reception,lesson:-,reception,recepció,yes
lexicon,lex_reservation,lesson:-,reservation,foglalás,yes
lexicon,lex_breakfast_included,lesson:-,breakfast included,reggeli az árban,yes
lexicon,lex_lift,lesson:-,lift,lift,yes
lexicon,lex_waiter,lesson:-,waiter,pincér,yes
lexicon,lex_starter,lesson:-,starter,előétel,yes
lexicon,lex_receipt,lesson:-,receipt,nyugta,yes
lexicon,lex_timetable,lesson:-,timetable,menetrend,yes
lexicon,lex_direction,lesson:-,direction,irány,yes
lexicon,lex_opposite,lesson:-,opposite,szemben,yes
lexicon,lex_between,lesson:-,between,között,yes
lexicon,lex_neighbour,lesson:-,neighbour,szomszéd,yes
lexicon,lex_upstairs,lesson:-,upstairs,emeleten,yes
lexicon,lex_downstairs,lesson:-,downstairs,földszinten,yes
lexicon,lex_recipe,lesson:-,recipe,recept,yes
lexicon,lex_healthy,lesson:-,healthy,egészséges,yes
lexicon,lex_celebrate,lesson:-,celebrate,ünnepelni,yes
lexicon,lex_celebration,lesson:-,celebration,ünneplés,yes
lexicon,lex_christmas,lesson:-,Christmas,karácsony,yes
lexicon,lex_wedding,lesson:-,wedding,esküvő,yes
lexicon,lex_retirement,lesson:-,retirement,nyugdíj,yes
lexicon,lex_colleague,lesson:-,colleague,kolléga,yes
lexicon,lex_meeting,lesson:-,meeting,megbeszélés / meeting,yes
lexicon,lex_experience,lesson:-,experience,tapasztalat / élmény,yes
lexicon,lex_abroad,lesson:-,abroad,külföldön,yes
lexicon,lex_rowing,lesson:-,rowing,evezés,yes
lexicon,lex_competition,lesson:-,competition,verseny,yes
lexicon,lex_training,lesson:-,training,edzés,yes
lexicon,lex_university,lesson:-,university,egyetem,yes
lexicon,lex_programming,lesson:-,programming,programozás,yes
lexicon,lex_company,lesson:-,company,cég,yes
lexicon,lex_author,lesson:-,author,szerző,yes
lexicon,lex_recommend,lesson:-,recommend,ajánlani,yes
lexicon,lex_connection,lesson:-,connection,kapcsolat (internet),yes
lexicon,lex_nervous_flyer,lesson:-,nervous flyer,félős utas,yes
lexicon,lex_breathe,lesson:-,breathe,lélegezni,yes
lexicon,lex_relax,lesson:-,relax,ellazulni,yes
lexicon,lex_worried,lesson:-,worried,aggódó,yes
lexicon,lex_message,lesson:-,message,üzenet,yes
lexicon,lex_voice_message,lesson:-,voice message,hangüzenet,yes
lexicon,lex_online,lesson:-,online,online / interneten,yes
lexicon,lex_download,lesson:-,download,letölteni,yes
lexicon,lex_password,lesson:-,password,jelszó,yes
lexicon,lex_gate_number,lesson:-,gate number,kapuszám,yes
lexicon,lex_boarding_pass,lesson:-,boarding pass,beszállókártya,yes
lexicon,lex_hand_luggage,lesson:-,hand luggage,kézipoggyász,yes
lexicon,lex_window_seat,lesson:-,window seat,ablak melletti ülés,yes
lexicon,lex_aisle_seat,lesson:-,aisle seat,folyosó melletti ülés,yes
lexicon,lex_emergency,lesson:-,emergency,vészhelyzet,yes
lexicon,lex_please_fasten_your_seatbelt,lesson:-,please fasten your seatbelt,"kérjük, kapcsolja be az övét",yes
lexicon,lex_single_room,lesson:-,single room,egyágyas szoba,yes
lexicon,lex_double_room,lesson:-,double room,kétágyas szoba,yes
lexicon,lex_check_out,lesson:-,check-out,kijelentkezés,yes
lexicon,lex_main_course,lesson:-,main course,főétel,yes
lexicon,lex_still_water,lesson:-,still water,szénsavmentes víz,yes
lexicon,lex_sparkling_water,lesson:-,sparkling water,szénsavas víz,yes
lexicon,lex_return_ticket,lesson:-,return ticket,menettérti jegy,yes
lexicon,lex_single_ticket,lesson:-,single ticket,egyszeri jegy,yes
lexicon,lex_how_long,lesson:-,how long,mennyi ideig,yes
lexicon,lex_what_time,lesson:-,what time,hány órakor,yes
lexicon,lex_turn_left,lesson:-,turn left,fordulj balra,yes
lexicon,lex_turn_right,lesson:-,turn right,fordulj jobbra,yes
lexicon,lex_go_straight_on,lesson:-,go straight on,menj egyenesen,yes
lexicon,lex_boarding_gate,lesson:-,boarding gate,beszállókapu,yes
lexicon,lex_departure_lounge,lesson:-,departure lounge,indulási váró,yes
lexicon,lex_baggage_claim,lesson:-,baggage claim,poggyászkiadó,yes
lexicon,lex_customs,lesson:-,customs,vám,yes
lexicon,lex_duty_free,lesson:-,duty free,vámmentes bolt,yes
lexicon,lex_terminal,lesson:-,terminal,terminál,yes
lexicon,lex_trolley,lesson:-,trolley,poggyászkocsi,yes
lexicon,lex_overhead_locker,lesson:-,overhead locker,csomagtartó (fejfeletti),yes
lexicon,lex_life_jacket,lesson:-,life jacket,mentőmellény,yes
lexicon,lex_oxygen_mask,lesson:-,oxygen mask,oxigénmaszk,yes
lexicon,lex_cabin,lesson:-,cabin,utastér,yes
lexicon,lex_cockpit,lesson:-,cockpit,pilótafülke,yes
lexicon,lex_take_off,lesson:-,take off,felszállás,yes
lexicon,lex_landing,lesson:-,landing,leszállás,yes
lexicon,lex_tray_table,lesson:-,tray table,lehajtható asztalka,yes
lexicon,lex_aisle,lesson:-,aisle,folyosó (repülő),yes
lexicon,lex_altitude,lesson:-,altitude,magasság,yes
lexicon,lex_seatbelt_sign,lesson:-,seatbelt sign,öv-jelzés,yes
lexicon,lex_boarding_time,lesson:-,boarding time,beszállási idő,yes
lexicon,lex_reception_desk,lesson:-,reception desk,recepciós pult,yes
lexicon,lex_room_service,lesson:-,room service,szobaszerviz,yes
lexicon,lex_wake_up_call,lesson:-,wake-up call,ébresztő hívás,yes
lexicon,lex_luggage_room,lesson:-,luggage room,csomagmegőrző,yes
lexicon,lex_twin_room,lesson:-,twin room,kétágyas (külön ágy),yes
lexicon,lex_en_suite,lesson:-,en suite,fürdőszobás szoba,yes
lexicon,lex_soap,lesson:-,soap,szappan,yes
lexicon,lex_shampoo,lesson:-,shampoo,sampon,yes
lexicon,lex_balcony,lesson:-,balcony,erkély,yes
lexicon,lex_view,lesson:-,view,kilátás,yes
lexicon,lex_booking_reference,lesson:-,booking reference,foglalási szám,yes
lexicon,lex_waitress,lesson:-,waitress,pincérnő,yes
lexicon,lex_chef,lesson:-,chef,szakács,yes
lexicon,lex_table_for_two,lesson:-,table for two,asztal kettőnek,yes
lexicon,lex_side_dish,lesson:-,side dish,köret,yes
lexicon,lex_tip,lesson:-,tip,borravaló,yes
lexicon,lex_cash_desk,lesson:-,cash desk,pénztár,yes
lexicon,lex_fitting_room,lesson:-,fitting room,próbafülke,yes
lexicon,lex_special_offer,lesson:-,special offer,akció,yes
lexicon,lex_platform_number,lesson:-,platform number,vágányszám,yes
lexicon,lex_ticket_machine,lesson:-,ticket machine,jegyautomata,yes
lexicon,lex_single_fare,lesson:-,single fare,egyszeri viteldíj,yes
lexicon,lex_underground,lesson:-,underground,metró,yes
lexicon,lex_tram,lesson:-,tram,villamos,yes
lexicon,lex_taxi_rank,lesson:-,taxi rank,taxiállomás,yes
lexicon,lex_traffic,lesson:-,traffic,forgalom,yes
lexicon,lex_traffic_lights,lesson:-,traffic lights,közlekedési lámpa,yes
lexicon,lex_crossing,lesson:-,crossing,átkelőhely,yes
lexicon,lex_roundabout,lesson:-,roundabout,körforgalom,yes
lexicon,lex_pavement,lesson:-,pavement,járda,yes
lexicon,lex_car_park,lesson:-,car park,parkoló,yes
lexicon,lex_petrol_station,lesson:-,petrol station,benzinkút,yes
lexicon,lex_post_office,lesson:-,post office,posta,yes
lexicon,lex_town_hall,lesson:-,town hall,városháza,yes
lexicon,lex_shopping_centre,lesson:-,shopping centre,bevásárlóközpont,yes
lexicon,lex_bus_stop,lesson:-,bus stop,buszmegálló,yes
lexicon,lex_motorway,lesson:-,motorway,autópálya,yes
lexicon,lex_signpost,lesson:-,signpost,útjelző tábla,yes
lexicon,lex_pasta,lesson:-,pasta,tészta,yes
lexicon,lex_chips,lesson:-,chips,sült krumpli,yes
lexicon,lex_jam,lesson:-,jam,lekvár,yes
lexicon,lex_pepper,lesson:-,pepper,bors / paprika,yes
lexicon,lex_oil,lesson:-,oil,olaj,yes
lexicon,lex_cream,lesson:-,cream,tejszín,yes
lexicon,lex_yoghurt,lesson:-,yoghurt,joghurt,yes
lexicon,lex_sausage,lesson:-,sausage,kolbász,yes
lexicon,lex_ham,lesson:-,ham,sonka,yes
lexicon,lex_pork,lesson:-,pork,sertéshús,yes
lexicon,lex_beef,lesson:-,beef,marhahús,yes
lexicon,lex_strawberry,lesson:-,strawberry,eper,yes
lexicon,lex_grapes,lesson:-,grapes,szőlő,yes
lexicon,lex_cucumber,lesson:-,cucumber,uborka,yes
lexicon,lex_mushroom,lesson:-,mushroom,gomba,yes
lexicon,lex_garlic,lesson:-,garlic,fokhagyma,yes
lexicon,lex_lemonade,lesson:-,lemonade,limonádé,yes
lexicon,lex_fizzy_drink,lesson:-,fizzy drink,üdítő (szénsavas),yes
lexicon,lex_living_room,lesson:-,living room,nappali,yes
lexicon,lex_dining_room,lesson:-,dining room,étkező,yes
lexicon,lex_hall,lesson:-,hall,előszoba,yes
lexicon,lex_stairs,lesson:-,stairs,lépcső,yes
lexicon,lex_cupboard,lesson:-,cupboard,szekrény,yes
lexicon,lex_wardrobe,lesson:-,wardrobe,ruhásszekrény,yes
lexicon,lex_shelf,lesson:-,shelf,polc,yes
lexicon,lex_curtain,lesson:-,curtain,függöny,yes
lexicon,lex_carpet,lesson:-,carpet,szőnyeg,yes
lexicon,lex_pillow,lesson:-,pillow,párna,yes
lexicon,lex_cooker,lesson:-,cooker,tűzhely,yes
lexicon,lex_washing_machine,lesson:-,washing machine,mosógép,yes
lexicon,lex_dishwasher,lesson:-,dishwasher,mosogatógép,yes
lexicon,lex_heating,lesson:-,heating,fűtés,yes
lexicon,lex_light_switch,lesson:-,light switch,villanykapcsoló,yes
lexicon,lex_garden_gate,lesson:-,garden gate,kertkapu,yes
lexicon,lex_garage,lesson:-,garage,garázs,yes
lexicon,lex_finger,lesson:-,finger,ujj,yes
lexicon,lex_knee,lesson:-,knee,térd,yes
lexicon,lex_neck,lesson:-,neck,nyak,yes
lexicon,lex_shoulder,lesson:-,shoulder,váll,yes
lexicon,lex_throat,lesson:-,throat,torok,yes
lexicon,lex_stomach,lesson:-,stomach,gyomor / has,yes
lexicon,lex_skin,lesson:-,skin,bőr,yes
lexicon,lex_heart,lesson:-,heart,szív,yes
lexicon,lex_headache,lesson:-,headache,fejfájás,yes
lexicon,lex_temperature,lesson:-,temperature,láz / hőmérséklet,yes
lexicon,lex_cold_illness,lesson:-,cold (illness),megfázás,yes
lexicon,lex_cough,lesson:-,cough,köhögés,yes
lexicon,lex_prescription,lesson:-,prescription,recept (orvosi),yes
lexicon,lex_appointment,lesson:-,appointment,időpont (orvos),yes
lexicon,lex_chemist,lesson:-,chemist,gyógyszertár,yes
lexicon,lex_plaster,lesson:-,plaster,sebtapasz,yes
lexicon,lex_dentist,lesson:-,dentist,fogorvos,yes
lexicon,lex_ambulance,lesson:-,ambulance,mentő,yes
lexicon,lex_pain_killer,lesson:-,pain killer,fájdalomcsillapító,yes
lexicon,lex_socks,lesson:-,socks,zokni,yes
lexicon,lex_jumper,lesson:-,jumper,pulóver,yes
lexicon,lex_scarf,lesson:-,scarf,sál,yes
lexicon,lex_gloves,lesson:-,gloves,kesztyű,yes
lexicon,lex_boots,lesson:-,boots,csizma,yes
lexicon,lex_belt,lesson:-,belt,öv,yes
lexicon,lex_skirt,lesson:-,skirt,szoknya,yes
lexicon,lex_blouse,lesson:-,blouse,blúz,yes
lexicon,lex_glasses,lesson:-,glasses,szemüveg,yes
lexicon,lex_pocket,lesson:-,pocket,zseb,yes
lexicon,lex_button,lesson:-,button,gomb,yes
lexicon,lex_countryside,lesson:-,countryside,vidék,yes
lexicon,lex_forest,lesson:-,forest,erdő,yes
lexicon,lex_island,lesson:-,island,sziget,yes
lexicon,lex_coast,lesson:-,coast,part,yes
lexicon,lex_valley,lesson:-,valley,völgy,yes
lexicon,lex_storm,lesson:-,storm,vihar,yes
lexicon,lex_fog,lesson:-,fog,köd,yes
lexicon,lex_ice,lesson:-,ice,jég,yes
lexicon,lex_degrees,lesson:-,degrees,fok,yes
lexicon,lex_sunshine,lesson:-,sunshine,napsütés,yes
lexicon,lex_leaf,lesson:-,leaf,levél (fa),yes
lexicon,lex_insect,lesson:-,insect,rovar,yes
lexicon,lex_sheep,lesson:-,sheep,birka,yes
lexicon,lex_pig,lesson:-,pig,malac,yes
lexicon,lex_mouse,lesson:-,mouse,egér,yes
lexicon,lex_butterfly,lesson:-,butterfly,pillangó,yes
lexicon,lex_chicken_animal,lesson:-,chicken (animal),csirke (állat),yes
lexicon,lex_goat,lesson:-,goat,kecske,yes
lexicon,lex_keyboard,lesson:-,keyboard,billentyűzet,yes
lexicon,lex_mouse_computer,lesson:-,mouse (computer),egér (számítógép),yes
lexicon,lex_headphones,lesson:-,headphones,fejhallgató,yes
lexicon,lex_charger,lesson:-,charger,töltő,yes
lexicon,lex_battery,lesson:-,battery,akkumulátor,yes
lexicon,lex_wifi,lesson:-,wifi,wifi,yes
lexicon,lex_link,lesson:-,link,hivatkozás / link,yes
lexicon,lex_file,lesson:-,file,fájl,yes
lexicon,lex_folder,lesson:-,folder,mappa,yes
lexicon,lex_settings,lesson:-,settings,beállítások,yes
lexicon,lex_update,lesson:-,update,frissítés,yes
lexicon,lex_volume,lesson:-,volume,hangerő,yes
lexicon,lex_blackboard,lesson:-,blackboard,tábla,yes
lexicon,lex_notebook,lesson:-,notebook,füzet,yes
lexicon,lex_ruler,lesson:-,ruler,vonalzó,yes
lexicon,lex_rubber,lesson:-,rubber,radír,yes
lexicon,lex_dictionary,lesson:-,dictionary,szótár,yes
lexicon,lex_sentence,lesson:-,sentence,mondat,yes
lexicon,lex_spelling,lesson:-,spelling,helyesírás,yes
lexicon,lex_mistake,lesson:-,mistake,hiba,yes
lexicon,lex_example,lesson:-,example,példa,yes
lexicon,lex_translate,lesson:-,translate,lefordítani,yes
lexicon,lex_grandson,lesson:-,grandson,unoka (fiú),yes
lexicon,lex_granddaughter,lesson:-,granddaughter,unoka (lány),yes
lexicon,lex_relative,lesson:-,relative,rokon,yes
lexicon,lex_guest,lesson:-,guest,vendég,yes
lexicon,lex_anniversary,lesson:-,anniversary,évforduló,yes
lexicon,lex_surprise,lesson:-,surprise,meglepetés,yes
lexicon,lex_candle,lesson:-,candle,gyertya,yes
lexicon,lex_balloon,lesson:-,balloon,lufi,yes
lexicon,lex_toast_drink,lesson:-,toast (drink),pohárköszöntő,yes
lexicon,lex_proud,lesson:-,proud,büszke,yes
lexicon,lex_lonely,lesson:-,lonely,magányos,yes
lexicon,lex_confident,lesson:-,confident,magabiztos,yes
lexicon,lex_disappointed,lesson:-,disappointed,csalódott,yes
lexicon,lex_grateful,lesson:-,grateful,hálás,yes
lexicon,lex_by_the_way,lesson:-,by the way,erről jut eszembe,yes
lexicon,lex_at_the_moment,lesson:-,at the moment,jelenleg,yes
lexicon,lex_for_example,lesson:-,for example,például,yes
lexicon,lex_in_fact,lesson:-,in fact,valójában,yes
lexicon,lex_i_agree,lesson:-,I agree,egyetértek,yes
lexicon,lex_that_s_right,lesson:-,that's right,így van,yes
lexicon,lex_no_problem,lesson:-,no problem,semmi gond,yes
lexicon,lex_never_mind,lesson:-,never mind,nem baj,yes
lexicon,lex_sightseeing,lesson:-,sightseeing,városnézés,yes
lexicon,lex_souvenir,lesson:-,souvenir,ajándéktárgy,yes
lexicon,lex_postcard,lesson:-,postcard,képeslap,yes
lexicon,lex_backpack,lesson:-,backpack,hátizsák,yes
lexicon,lex_currency,lesson:-,currency,valuta,yes
lexicon,lex_exchange,lesson:-,exchange,pénzváltás,yes
lexicon,lex_border,lesson:-,border,határ,yes
lexicon,lex_local,lesson:-,local,helyi,yes
lexicon,lex_distance,lesson:-,distance,távolság,yes
lexicon,lex_midday,lesson:-,midday,dél (időpont),yes
lexicon,lex_midnight,lesson:-,midnight,éjfél,yes
lexicon,lex_fortnight,lesson:-,fortnight,két hét,yes
lexicon,lex_century,lesson:-,century,évszázad,yes
lexicon,lex_recently,lesson:-,recently,nemrég,yes
lexicon,lex_yet,lesson:-,yet,még,yes
lexicon,lex_arrivals_board,lesson:-,arrivals board,érkezési tábla,yes
lexicon,lex_departures_board,lesson:-,departures board,indulási tábla,yes
lexicon,lex_hand_baggage,lesson:-,hand baggage,kézipoggyász,yes
lexicon,lex_check_in_desk,lesson:-,check-in desk,check-in pult,yes
lexicon,lex_passport_control,lesson:-,passport control,útlevél-ellenőrzés,yes
lexicon,lex_security_check,lesson:-,security check,biztonsági ellenőrzés,yes
lexicon,lex_flight_attendant,lesson:-,flight attendant,légiutas-kísérő,yes
lexicon,lex_seat_number,lesson:-,seat number,ülésszám,yes
lexicon,lex_exit,lesson:-,exit,kijárat,yes
lexicon,lex_information_desk,lesson:-,information desk,információs pult,yes
lexicon,lex_waiting_area,lesson:-,waiting area,váróterem,yes
lexicon,lex_half_board,lesson:-,half board,félpanzió,yes
lexicon,lex_full_board,lesson:-,full board,teljes panzió,yes
lexicon,lex_ground_floor,lesson:-,ground floor,földszint,yes
lexicon,lex_top_floor,lesson:-,top floor,legfelső emelet,yes
lexicon,lex_swimming_pool,lesson:-,swimming pool,úszómedence,yes
lexicon,lex_bill_hotel,lesson:-,bill (hotel),számla (hotel),yes
lexicon,lex_extra_bed,lesson:-,extra bed,pótágy,yes
lexicon,lex_menu_of_the_day,lesson:-,menu of the day,napi menü,yes
lexicon,lex_vegetarian,lesson:-,vegetarian,vegetáriánus,yes
lexicon,lex_well_done_meat,lesson:-,well done (meat),jól átsütve,yes
lexicon,lex_bottle_of_water,lesson:-,bottle of water,üveg víz,yes
lexicon,lex_queue,lesson:-,queue,sor (várakozó),yes
lexicon,lex_one_way,lesson:-,one way,egyirányú,yes
lexicon,lex_return_journey,lesson:-,return journey,visszaút,yes
lexicon,lex_rush_hour,lesson:-,rush hour,csúcsforgalom,yes
lexicon,lex_next_stop,lesson:-,next stop,következő megálló,yes
lexicon,lex_speed,lesson:-,speed,sebesség,yes
lexicon,lex_driver_s_seat,lesson:-,driver's seat,vezetőülés,yes
lexicon,lex_main_square,lesson:-,main square,főtér,yes
lexicon,lex_old_town,lesson:-,old town,óváros,yes
lexicon,lex_city_centre,lesson:-,city centre,városközpont,yes
lexicon,lex_pedestrian,lesson:-,pedestrian,gyalogos,yes
lexicon,lex_bakery,lesson:-,bakery,pékség,yes
lexicon,lex_butcher,lesson:-,butcher,hentes,yes
lexicon,lex_greengrocer,lesson:-,greengrocer,zöldséges,yes
lexicon,lex_newsagent,lesson:-,newsagent,újságos,yes
lexicon,lex_frozen_food,lesson:-,frozen food,fagyasztott étel,yes
lexicon,lex_shopping_list,lesson:-,shopping list,bevásárlólista,yes
lexicon,lex_reduced,lesson:-,reduced,leárazva,yes
lexicon,lex_sold_out,lesson:-,sold out,elfogyott,yes
lexicon,lex_dining_table,lesson:-,dining table,étkezőasztal,yes
lexicon,lex_armchair,lesson:-,armchair,fotel,yes
lexicon,lex_bookshelf,lesson:-,bookshelf,könyvespolc,yes
lexicon,lex_front_door,lesson:-,front door,bejárati ajtó,yes
lexicon,lex_back_garden,lesson:-,back garden,hátsó kert,yes
lexicon,lex_central_heating,lesson:-,central heating,központi fűtés,yes
lexicon,lex_waiting_room,lesson:-,waiting room,váróterem,yes
lexicon,lex_health_centre,lesson:-,health centre,egészségügyi központ,yes
lexicon,lex_blood_pressure,lesson:-,blood pressure,vérnyomás,yes
lexicon,lex_check_up,lesson:-,check-up,kivizsgálás,yes
lexicon,lex_family_doctor,lesson:-,family doctor,háziorvos,yes
lexicon,lex_first_aid,lesson:-,first aid,elsősegély,yes
lexicon,lex_grandchildren,lesson:-,grandchildren,unokák,yes
lexicon,lex_in_laws,lesson:-,in-laws,após-anyós,yes
lexicon,lex_get_together,lesson:-,get-together,összejövetel,yes
lexicon,lex_family_reunion,lesson:-,family reunion,családi találkozó,yes
chunk,chunk_greet_hello,phrase,"Hello, how are you?","Szia, hogy vagy?",yes
chunk,chunk_reply_fine,phrase,"I'm fine, thank you.","Jól vagyok, köszönöm.",yes
chunk,chunk_reply_and_you,phrase,And you?,És te?,yes
chunk,chunk_intro_name,phrase,My name is Marta.,A nevem Marta.,yes
